0.725,0.335,,/Users/lordvile/Documents/Music/Songs/Amy Winehouse - Back To Black.m4a,,,,,,,,,
0.55,0.234,,/Users/lordvile/Documents/Music/Songs/Doors Down - Here Without You (Lyrics).mp3,,,,,,,,,
0.641,0.639,,/Users/lordvile/Documents/Music/Songs/Jerry Honigman - By the Way.mp3,,,,,,,,,
0.913,0.536,,/Users/lordvile/Documents/Music/Songs/Calvin Harris - My Way (Official Video).mp3,,,,,,,,,
0.409,0.0361,,/Users/lordvile/Documents/Music/Songs/John Murphy - Sunshine (Adagio In D Minor).mp3,,,,,,,,,
0.729,0.84,,/Users/lordvile/Documents/Music/Songs/Who's Loving You (Copy Paste S Re.mp3,,,,,,,,,
0.446,0.413,,/Users/lordvile/Documents/Music/Songs/Beyonce - Wishing On A Star.mp3,,,,,,,,,
0.65,0.481,,/Users/lordvile/Documents/Music/Songs/Gone Gone Gone - Phillip Phillips - Lyrics.mp3,,,,,,,,,
0.519,0.168,,/Users/lordvile/Documents/Music/Songs/Martin Garrix Bebe Rexha - In The Name Of Love.mp3,,,,,,,,,
0.588,0.384,,/Users/lordvile/Documents/Music/Songs/Hailee+Steinfeld+-+Most+Girls+(Audio).mp3,,,,,,,,,
0.801,0.794,,/Users/lordvile/Documents/Music/Songs/Rita Ora - I Will Never Let You Down.mp3,,,,,,,,,
0.863,0.432,,/Users/lordvile/Documents/Music/Songs/Won't Look Back - Duke Dumont.mp3,,,,,,,,,
0.926,0.576,,/Users/lordvile/Documents/Music/Songs/Fall Out Boy - Death Valley.mp3,,,,,,,,,
0.639,0.675,,/Users/lordvile/Documents/Music/Songs/Burak Yeter - Tuesday ft. Danelle Sandoval.mp3,,,,,,,,,
0.584,0.677,,/Users/lordvile/Documents/Music/Songs/Milky Chance - Stolen Dance (Album Version).mp3,,,,,,,,,
0.879,0.83,,/Users/lordvile/Documents/Music/Songs/Ariana Grande - The Way ft. Mac Miller.mp3,,,,,,,,,
0.185,0.181,,/Users/lordvile/Documents/Music/Songs/Finding Hope - Loveless (Lyric Video).mp3,,,,,,,,,
0.765,0.86,,/Users/lordvile/Documents/Music/Songs/Just Water - What We Need Is Some Rock - 1975 Version.mp3,,,,,,,,,
0.835,0.88,,/Users/lordvile/Documents/Music/Songs/Fort Minor - Remember The Name (feat. Styles Of Beyond).mp3,,,,,,,,,
0.41,0.112,,/Users/lordvile/Documents/Music/Songs/The Tunnels - We Are Infinite.mp3,,,,,,,,,
0.721,0.393,,/Users/lordvile/Documents/Music/Songs/Fat Joe & Remy Ma feat. French Montana - All The Way Up.mp3,,,,,,,,,
0.803,0.233,,/Users/lordvile/Documents/Music/Songs/David Guetta feat. Sia - Titanium (feat. Sia).mp3,,,,,,,,,
0.763,0.742,,/Users/lordvile/Documents/Music/Songs/Clean_Bandit_-_Rockabye_ft_Sean_Paul_Anne-Marie_Official_Video[GreenMP3.com].mp3,,,,,,,,,
0.694,0.576,,/Users/lordvile/Documents/Music/Songs/Zedd Feat. Bright Lights - Follow You Down.mp3,,,,,,,,,
0.927,0.549,,/Users/lordvile/Documents/Music/Songs/Locash - I Love This Life.mp3,,,,,,,,,
0.816,0.678,,/Users/lordvile/Documents/Music/Songs/Once upon a time in America ♫ - 08 Cockeyes song.mp3,,,,,,,,,
0.702,0.284,,/Users/lordvile/Documents/Music/Songs/Ariana Grande - Break Free ft. Zedd.mp3,,,,,,,,,
0.796,0.251,,/Users/lordvile/Documents/Music/Songs/Brooke Candy - Living Out Loud (Lyric Video) ft. Sia.mp3,,,,,,,,,
0.942,0.703,,/Users/lordvile/Documents/Music/Songs/Social Distortion- Ring of Fire.mp3,,,,,,,,,
0.704,0.255,,/Users/lordvile/Documents/Music/Songs/Faul & Wad Ad,,,,,,,,,
0.803,0.221,,/Users/lordvile/Documents/Music/Songs/Kanye West - All Of The Lights ft. John Legend,,, Tony Williams, Charlie Wilson, Elly Jackson, Alicia Keys, Fergie, KiD CuDi,Rihanna & Elton John_Tags_5S.mp3
0.654,0.193,,/Users/lordvile/Documents/Music/Songs/Gwen Stefani - Used To Love You.mp3,,,,,,,,,
0.883,0.448,,/Users/lordvile/Documents/Music/Songs/You're Gone - Something Corporate lyrics.mp3,,,,,,,,,
0.912,0.302,,/Users/lordvile/Documents/Music/Songs/Thirty Seconds To Mars - Live Like A Dream (Lyrics Video).mp3,,,,,,,,,
0.76,0.421,,/Users/lordvile/Documents/Music/Songs/Illenium feat. Joni Fatora - Fortress.mp3,,,,,,,,,
0.77,0.298,,/Users/lordvile/Documents/Music/Songs/Clean Bandit -  Tears ft. Louisa Johnson [Official Video].mp3,,,,,,,,,
0.71,0.965,,/Users/lordvile/Documents/Music/Songs/Foster The People - Pumped up Kicks.mp3,,,,,,,,,
0.832,0.7,,/Users/lordvile/Documents/Music/Songs/JUSTIN TIMBERLAKE - CANT STOP THIS FEELING (Mp3FB.com).mp3,,,,,,,,,
0.665,0.957,,/Users/lordvile/Documents/Music/Songs/I Got You ÔÇö feat. K.J. Apa Hayley Law  Riverdale 1x06 Sondtrack [HD].mp3,,,,,,,,,
0.588,0.637,,/Users/lordvile/Documents/Music/Songs/Queens Of The Stone Age - No One Knows.mp3,,,,,,,,,
0.967,0.336,,/Users/lordvile/Documents/Music/Songs/pendulum-salt_in_the_wounds.mp3,,,,,,,,,
0.694,0.581,,/Users/lordvile/Documents/Music/Songs/Chris Brown - Look At Me Now (Feat. Lil Wayne & Busta Rhyme) - NewJams.net.mp3,,,,,,,,,
0.133,0.118,,/Users/lordvile/Documents/Music/Songs/Phyllis Taylor Sparks - Nearer My God To Thee.mp3,,,,,,,,,
0.459,0.697,,/Users/lordvile/Documents/Music/Songs/Ol' Dirty Bastard - Got Your Money (feat. Kelis).mp3,,,,,,,,,
0.744,0.547,,/Users/lordvile/Documents/Music/Songs/Morgan Page feat. Lissie - Don't Give Up (Official Lyric Video).mp3,,,,,,,,,
0.564,0.505,,/Users/lordvile/Documents/Music/Songs/filous - How Hard I Try feat. James Hersey (Official Video).mp3,,,,,,,,,
0.903,0.477,,/Users/lordvile/Documents/Music/Songs/Cash Cash - Take Me Home ft Bebe Rexha [Official Video].mp3,,,,,,,,,
0.387,0.283,,/Users/lordvile/Documents/Music/Songs/Hunter Hayes - Storyline (Official Audio).mp3,,,,,,,,,
0.827,0.553,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Hostage  (People and Things Short Film).mp3,,,,,,,,,
0.28,0.175,,/Users/lordvile/Documents/Music/Songs/The Sound of Silence (Original Version from 1964).mp3,,,,,,,,,
0.836,0.715,,/Users/lordvile/Documents/Music/Songs/Fitz and the Tantrums - HandClap [Official Video].mp3,,,,,,,,,
0.72,0.175,,/Users/lordvile/Documents/Music/Songs/Something Corporate - Me And The Moon.mp3,,,,,,,,,
0.931,0.81,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Release Me  (People and Things Short Film).mp3,,,,,,,,,
0.727,0.359,,/Users/lordvile/Documents/Music/Songs/LMFAO - Party Rock Anthem - ( Ft. Lauren Bennett and GoonRock ).mp3,,,,,,,,,
0.808,0.299,,/Users/lordvile/Documents/Music/Songs/Foxes_-_Let_Go_For_Tonight.mp3,,,,,,,,,
0.647,0.21,,/Users/lordvile/Documents/Music/Songs/Bad Blood (feat. Kendrick Lamar).mp3,,,,,,,,,
0.815,0.636,,/Users/lordvile/Documents/Music/Songs/Robin Schulz - Sugar (feat. Francesco Yates).mp3,,,,,,,,,
0.348,0.0886,,/Users/lordvile/Documents/Music/Songs/Jar of Hearts - Christina Perri Lyrics.mp3,,,,,,,,,
0.94,0.746,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - People,,,,,,,,,
0.697,0.225,,/Users/lordvile/Documents/Music/Songs/David Guetta feat. Sam Martin - Dangerous.mp3,,,,,,,,,
0.793,0.647,,/Users/lordvile/Documents/Music/Songs/Sean Paul ft. Alexis Jordan - Touch The Sky.mp3,,,,,,,,,
0.976,0.682,,/Users/lordvile/Documents/Music/Songs/Aero Chord - Ctrl Alt Destruction [FREE DL].mp3,,,,,,,,,
0.916,0.803,,/Users/lordvile/Documents/Music/Songs/Galantis - No Money (Official Video).mp3,,,,,,,,,
0.635,0.223,,/Users/lordvile/Documents/Music/Songs/Ellie Goulding - Army (Explicit)(musicbolt.com).mp3,,,,,,,,,
0.773,0.385,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Hey Hey Hey (People and Things Short Film).mp3,,,,,,,,,
0.817,0.617,,/Users/lordvile/Documents/Music/Songs/Bring Me The Horizon - Follow You (Official Video).mp3,,,,,,,,,
0.904,0.681,,/Users/lordvile/Documents/Music/Songs/Panic! At The Disco - Emperor's New Clothes.mp3,,,,,,,,,
0.387,0.283,,/Users/lordvile/Documents/Music/Songs/Hunter Hayes - Storyline Official Audio.mp3,,,,,,,,,
0.794,0.702,,/Users/lordvile/Documents/Music/Songs/Major Lazer - Powerful (feat. Ellie Goulding & Tarrus Riley).mp3,,,,,,,,,
0.655,0.531,,/Users/lordvile/Documents/Music/Songs/Wiz Khalifa & Snoop Dogg - Young,,,,,,,,,
0.483,0.396,,/Users/lordvile/Documents/Music/Songs/Matt Terry - When Christmas Comes Around (Official Video).mp3,,,,,,,,,
0.623,0.667,,/Users/lordvile/Documents/Music/Songs/Don't Forget Me - The Head And The Heart.mp3,,,,,,,,,
0.793,0.641,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Dear Jack [HQ] (With Lyrics).mp3,,,,,,,,,
0.176,0.438,,/Users/lordvile/Documents/Music/Songs/Tenenbaum - The Paper Kites (lyrics).mp3,,,,,,,,,
0.569,0.501,,/Users/lordvile/Documents/Music/Songs/Jon Bellion - All Time Low (Video).mp3,,,,,,,,,
0.988,0.769,,/Users/lordvile/Documents/Music/Songs/Green Day American Idiot (Mp3Goo.com).mp3,,,,,,,,,
0.394,0.719,,/Users/lordvile/Documents/Music/Songs/Another Brick In The Wall.mp3,,,,,,,,,
0.226,0.178,,/Users/lordvile/Documents/Music/Songs/Boku Dake ga Inai Machi (ERASED) Full OP 僕だけがいない街- Re-Re- - Drum Cover.mp3,,,,,,,,,
0.884,0.254,,/Users/lordvile/Documents/Music/Songs/Labrinth Feat. Tinie Tempah - Earthquake ( 2o11 ) [ www.MzHipHop.com ].mp3,,,,,,,,,
0.861,0.346,,/Users/lordvile/Documents/Music/Songs/Ten Feet Tall (feat. Wrabel).mp3,,,,,,,,,
0.819,0.566,,/Users/lordvile/Documents/Music/Songs/FloRida_-_Good_Feeling_(feat._Christina_Aguilera).mp3,,,,,,,,,
0.56,0.204,,/Users/lordvile/Documents/Music/Songs/Only One ft. Nina Sung [Proximity Release].mp3,,,,,,,,,
0.831,0.692,,/Users/lordvile/Documents/Music/Songs/Tritonal - Out My Mind feat. Riley Clemmons (Official Music Video).mp3,,,,,,,,,
0.906,0.674,,/Users/lordvile/Documents/Music/Songs/Galantis & Hook N Sling - Love On Me.mp3,,,,,,,,,
0.878,0.558,,/Users/lordvile/Documents/Music/Songs/Hunter Hayes - I Want Crazy (Official Music Video).mp3,,,,,,,,,
0.657,0.323,,/Users/lordvile/Documents/Music/Songs/Marlon Roudette - When The Beat Drops Out Lyrics (On Screen) [HQ].mp3,,,,,,,,,
0.615,0.508,,/Users/lordvile/Documents/Music/Songs/Hailee Steinfeld,,,,,,,,,
0.714,0.24,,/Users/lordvile/Documents/Music/Songs/Ariana_Grande,,,,,,,,,
0.851,0.395,,/Users/lordvile/Documents/Music/Songs/Black Eyed Peas - Boom Boom Pow (2009).mp3,,,,,,,,,
0.815,0.664,,/Users/lordvile/Documents/Music/Songs/Jess Glynne - Don't Be So Hard On Yourself [Official].mp3,,,,,,,,,
0.403,0.338,,/Users/lordvile/Documents/Music/Songs/Carly Simon - Nobody Does It Better - The Spy Who Loved Me.mp3,,,,,,,,,
0.869,0.457,,/Users/lordvile/Documents/Music/Songs/Sword Art Online 2 - IGNITE (English Cover).mp3,,,,,,,,,
0.845,0.357,,/Users/lordvile/Documents/Music/Songs/Far East Movement - Rocketeer (Feat. Ryan Tedder).mp3,,,,,,,,,
0.837,0.445,,/Users/lordvile/Documents/Music/Songs/Audien - Something Better (Audio) ft. Lady Antebellum.mp3,,,,,,,,,
0.742,0.546,,/Users/lordvile/Documents/Music/Songs/MAGIC!   Darts In The Dark (Audio).mp3,,,,,,,,,
0.907,0.226,,/Users/lordvile/Documents/Music/Songs/Yellow Claw - Shotgun ft. Rochelle (Official Music Video).mp3,,,,,,,,,
0.632,0.355,,/Users/lordvile/Documents/Music/Songs/Rae Sremmurd - Black Beatles ft. Gucci Mane.mp3,,,,,,,,,
0.814,0.459,,/Users/lordvile/Documents/Music/Songs/Hailee Steinfeld,,,,,,,,,
0.629,0.457,,/Users/lordvile/Documents/Music/Songs/Clean Bandit - Symphony feat. Zara Larsson [Official Video].mp3,,,,,,,,,
0.956,0.47,,/Users/lordvile/Documents/Music/Songs/Seconds Of Summer - She Looks So Perfect.mp3,,,,,,,,,
0.373,0.514,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Restless Dream (People and Things Short Film).mp3,,,,,,,,,
0.824,0.852,,/Users/lordvile/Documents/Music/Songs/Britney Spears - Work Bitch (Audio).mp3,,,,,,,,,
0.705,0.45,,/Users/lordvile/Documents/Music/Songs/Britney Spears - Till The World Ends.mp3,,,,,,,,,
0.865,0.61,,/Users/lordvile/Documents/Music/Songs/Arcade Fire - Everything Now (Official Video).mp3,,,,,,,,,
0.127,0.0327,,/Users/lordvile/Documents/Music/Songs/OBLIVION - Im Sending You Away by M83.mp3,,,,,,,,,
0.407,0.161,,/Users/lordvile/Documents/Music/Songs/Christina Perri - A Thousand Years [Official Music Video].mp3,,,,,,,,,
0.546,0.36,,/Users/lordvile/Documents/Music/Songs/More Than Gravity (original) - Colin  Caroline on iTunes.mp3,,,,,,,,,
0.31,0.248,,/Users/lordvile/Documents/Music/Songs/Lewisham & Greenwich NHS Choir - A Bridge Over You(musicbolt.com).mp3,,,,,,,,,
0.924,0.567,,/Users/lordvile/Documents/Music/Songs/Save Rock and Roll (feat. Elton J.mp3,,,,,,,,,
0.606,0.275,,/Users/lordvile/Documents/Music/Songs/Ellie Goulding - Love Me Like You Do.mp3,,,,,,,,,
0.844,0.239,,/Users/lordvile/Documents/Music/Songs/Andrew McMahon in the Wilderness - All Our Lives [AUDIO].mp3,,,,,,,,,
0.706,0.843,,/Users/lordvile/Documents/Music/Songs/The Black Eyed Peas Rock Your Body.mp3,,,,,,,,,
0.637,0.565,,/Users/lordvile/Documents/Music/Songs/Ed Sheeran- Lego House (LYRICS ON SCREEN).mp3,,,,,,,,,
0.815,0.353,,/Users/lordvile/Documents/Music/Songs/Sigma - Changing (feat. Paloma Faith).mp3,,,,,,,,,
0.683,0.466,,/Users/lordvile/Documents/Music/Songs/ADELE - Set Fire To the Rain (Live At the Royal Albert Hall).mp3,,,,,,,,,
0.607,0.166,,/Users/lordvile/Documents/Music/Songs/Alan Walker - Sing Me To Sleep.mp3,,,,,,,,,
0.954,0.382,,/Users/lordvile/Documents/Music/Songs/Jack's Mannequin - Dark Blue (Video).mp3,,,,,,,,,
0.726,0.527,,/Users/lordvile/Documents/Music/Songs/Iggy Azalea - Black Widow ft. Rita.mp3,,,,,,,,,
0.28,0.175,,/Users/lordvile/Documents/Music/Songs/Disturbed - The Sound Of Silence.mp3,,,,,,,,,
0.497,0.542,,/Users/lordvile/Documents/Music/Songs/Liam Payne - Strip That Down ft. Quavo (Lyric Video) ft. Quavo.mp3,,,,,,,,,
0.521,0.178,,/Users/lordvile/Documents/Music/Songs/Snakehips Feat. Tinashe & Chance The Rapper - All My Friends.mp3,,,,,,,,,
0.00805,0.0362,,/Users/lordvile/Documents/Music/Songs/Angelo Milli Seven Pounds - 14. Requiem.mp3,,,,,,,,,
0.844,0.239,,/Users/lordvile/Documents/Music/Songs/Andrew McMahon in the Wilderness - Rainy Girl (Shabby Road Sessions).mp3,,,,,,,,,
0.561,0.438,,/Users/lordvile/Documents/Music/Songs/Green Day - See You Tonight.mp3,,,,,,,,,
0.881,0.468,,/Users/lordvile/Documents/Music/Songs/Elephante ft. RUMORS - I Want You [Premiere].mp3,,,,,,,,,
0.786,0.475,,/Users/lordvile/Documents/Music/Songs/David Guetta - Turn Me On ft. Nicki Minaj.mp3,,,,,,,,,
0.954,0.882,,/Users/lordvile/Documents/Music/Songs/Green Day- Kill The DJ (Mp3Goo.com).mp3,,,,,,,,,
0.94,0.255,,/Users/lordvile/Documents/Music/Songs/I'm Not Okay (I Promise).mp3,,,,,,,,,
0.847,0.501,,/Users/lordvile/Documents/Music/Songs/Don Diablo & Steve Aoki x Lush & Simon - What We Started ft. BullySongs (Official Music Video).mp3,,,,,,,,,
0.304,0.147,,/Users/lordvile/Documents/Music/Songs/Bon Iver - Holocene (Official Music Video).mp3,,,,,,,,,
0.612,0.477,,/Users/lordvile/Documents/Music/Songs/David Guetta - Without You ft. Usher (Official Video).mp3,,,,,,,,,
0.724,0.309,,/Users/lordvile/Documents/Music/Songs/Diplo - Revolution (feat. Faustix & Imanos and Kai) [Official Music Video].mp3,,,,,,,,,
0.776,0.622,,/Users/lordvile/Documents/Music/Songs/sean_paul-she_doesnt_mind-kopie.mp3,,,,,,,,,
0.685,0.207,,/Users/lordvile/Documents/Music/Songs/Mike Posner - Be As You Are (Jordan XL Remix).mp3,,,,,,,,,
0.912,0.302,,/Users/lordvile/Documents/Music/Songs/Thirty Seconds To Mars - Rider (Lyrics).mp3,,,,,,,,,
0.915,0.365,,/Users/lordvile/Documents/Music/Songs/david_guetta_feat._zara_larsson_-_this_one's_for_you-(official_song_uefa_euro_2016)-web-2016-single.mp3,,,,,,,,,
0.496,0.539,,/Users/lordvile/Documents/Music/Songs/No Guarantees (Stinson Beach Sessions).mp3,,,,,,,,,
0.765,0.737,,/Users/lordvile/Documents/Music/Songs/Gwen Stefani - The Sweet Escape (Feat. Akon).mp3,,,,,,,,,
0.639,0.385,,/Users/lordvile/Documents/Music/Songs/I Never Told You What I Do For A Living.mp3,,,,,,,,,
0.275,0.18,,/Users/lordvile/Documents/Music/Songs/gnash - i hate u,,,,,,,,,
0.815,0.765,,/Users/lordvile/Documents/Music/Songs/Katy Perry - Last Friday Night (T.G.I.F.).mp3,,,,,,,,,
0.617,0.603,,/Users/lordvile/Documents/Music/Songs/Camila Cabello - Crying in the Club.mp3,,,,,,,,,
0.907,0.587,,/Users/lordvile/Documents/Music/Songs/Just One Yesterday (feat. Foxes).mp3,,,,,,,,,
0.841,0.643,,/Users/lordvile/Documents/Music/Songs/Chris Brown - Turn Up The Music.mp3,,,,,,,,,
0.613,0.47,,/Users/lordvile/Documents/Music/Songs/Charlie Puth - One Call Away(musicbolt.com).mp3,,,,,,,,,
0.748,0.356,,/Users/lordvile/Documents/Music/Songs/Heroes (We Could Be) [feat. Tov.mp3,,,,,,,,,
0.719,0.168,,/Users/lordvile/Documents/Music/Songs/You're the best thing in my life.. -.mp3,,,,,,,,,
0.894,0.213,,/Users/lordvile/Documents/Music/Songs/John Newman - Love Me Again.mp3,,,,,,,,,
0.701,0.254,,/Users/lordvile/Documents/Music/Songs/DJ Snake - Middle ft. Bipolar Sunshine.mp3,,,,,,,,,
0.912,0.302,,/Users/lordvile/Documents/Music/Songs/Thirty Seconds To Mars - City Of Angels (Lyric Video).mp3,,,,,,,,,
0.882,0.875,,/Users/lordvile/Documents/Music/Songs/Calvin Harris Ft. Ne-Yo - Lets Go.mp3,,,,,,,,,
0.733,0.416,,/Users/lordvile/Documents/Music/Songs/Florence + The Machine - Now That's What I Call Music 91 - 21 - Ship To Wreck.mp3,,,,,,,,,
0.929,0.658,,/Users/lordvile/Documents/Music/Songs/Swedish House Mafia - Miami 2 Ibiza Extended.mp3,,,,,,,,,
0.926,0.54,,/Users/lordvile/Documents/Music/Songs/Zedd,,,,,,,,,
0.663,0.286,,/Users/lordvile/Documents/Music/Songs/Story of My Life - One Direction.mp3,,,,,,,,,
0.898,0.599,,/Users/lordvile/Documents/Music/Songs/Afrojack - The Spark (feat. Spree Wilson).mp3,,,,,,,,,
0.626,0.538,,/Users/lordvile/Documents/Music/Songs/The Cataracs - All You (feat. Waka Flacka).mp3,,,,,,,,,
0.608,0.393,,/Users/lordvile/Documents/Music/Songs/Lost Frequencies - Are You With Me.mp3,,,,,,,,,
0.706,0.843,,/Users/lordvile/Documents/Music/Songs/The Black Eyed Peas - Dont Stop The Party.mp3,,,,,,,,,
0.592,0.564,,/Users/lordvile/Documents/Music/Songs/Jonas Blue Feat. Dakota - Fast Car(musicbolt.com).mp3,,,,,,,,,
0.915,0.365,,/Users/lordvile/Documents/Music/Songs/David Guetta  - This Ones For You  (UEFA EURO 2016) ft. Zara Larss.mp3,,,,,,,,,
0.778,0.355,,/Users/lordvile/Documents/Music/Songs/Boombox Cartel - Colors ft. Grabbitz.mp3,,,,,,,,,
0.706,0.843,,/Users/lordvile/Documents/Music/Songs/Black Eyed Peas - The Time (The Dirty Bit).mp3,,,,,,,,,
0.838,0.646,,/Users/lordvile/Documents/Music/Songs/Gym Class Heroes - Back Home.mp3,,,,,,,,,
0.945,0.282,,/Users/lordvile/Documents/Music/Songs/pendulum-immunize_(feat_liam_howlett).mp3,,,,,,,,,
0.929,0.59,,/Users/lordvile/Documents/Music/Songs/Green Day - Jesus Of Suburbia (Mp3Goo.com).mp3,,,,,,,,,
0.12,0.382,,/Users/lordvile/Documents/Music/Songs/Shot me Down (feat. Skylar Grey).mp3,,,,,,,,,
0.932,0.374,,/Users/lordvile/Documents/Music/Songs/Steve Aoki & Louis Tomlinson - Just Hold On (Cover Art).mp3,,,,,,,,,
0.868,0.72,,/Users/lordvile/Documents/Music/Songs/Sigala,,,,,,,,,
0.805,0.737,,/Users/lordvile/Documents/Music/Songs/Yolanda Be Cool feat B Dcup - We No Speak Americano.mp3,,,,,,,,,
0.69,0.81,,/Users/lordvile/Documents/Music/Songs/STRFKR - While I'm Alive [OFFICIAL MUSIC VIDEO].mp3,,,,,,,,,
0.253,0.32,,/Users/lordvile/Documents/Music/Songs/Winter Song- The Head and the Heart.mp3,,,,,,,,,
0.824,0.613,,/Users/lordvile/Documents/Music/Songs/Thank You For The Venom.mp3,,,,,,,,,
0.713,0.297,,/Users/lordvile/Documents/Music/Songs/Zara Larsson - I Would Like (Lyric Video).mp3,,,,,,,,,
0.913,0.674,,/Users/lordvile/Documents/Music/Songs/You Know What They Do To Guys Like Us In Prison.mp3,,,,,,,,,
0.852,0.324,,/Users/lordvile/Documents/Music/Songs/Something Corporate - I want to save you.mp3,,,,,,,,,
0.927,0.887,,/Users/lordvile/Documents/Music/Songs/The Ting Tings - Shut Up and Let Me Go.mp3,,,,,,,,,